team,mean_elo,year
Bucks,1560.95645505618,1980
Bucks,1652.0975101123595,1981
Bucks,1638.659175,1982
Bucks,1607.7712307692307,1983
Bucks,1581.8321479591834,1984
Bucks,1642.3740944444444,1985
Bucks,1662.7913385416668,1986
Bucks,1606.3295819148939,1987
Bucks,1555.8397482758623,1988
Bucks,1573.9128692307688,1989
Bucks,1514.1986906976742,1990
Bucks,1532.8885458823531,1991
Bucks,1470.4809646341464,1992
Bucks,1416.508331707317,1993
Bucks,1344.409725609756,1994
Bucks,1368.6047890243901,1995
Bucks,1378.2595597560976,1996
Bucks,1428.6864060975613,1997
Bucks,1457.0754792682928,1998
Bucks,1502.5075283018866,1999
Bucks,1517.1392160919538,2000
Bucks,1567.564848,2001
Bucks,1549.5378109756098,2002
Bucks,1482.206253409091,2003
Bucks,1513.4091459770116,2004
Bucks,1440.8331012195124,2005
Bucks,1445.2587574712645,2006
Bucks,1432.9176304878051,2007
Bucks,1367.5353621951222,2008
Bucks,1423.4101219512195,2009
Bucks,1498.862657303371,2010
Bucks,1487.7518219512197,2011
Bucks,1494.7304590909087,2012
Bucks,1481.6079488372095,2013
Bucks,1319.0984390243905,2014
Bucks,1455.5806920454545,2015
Wizards,,1976
Wizards,1544.3094802197804,1977
Wizards,1547.3784436893209,1978
Wizards,1619.8830415841583,1979
Wizards,1462.3558952380954,1980
Wizards,1488.012854878049,1981
Wizards,1528.8602898876406,1982
Wizards,1512.0590109756097,1983
Wizards,1487.4012000000002,1984
Wizards,1493.9176779069767,1985
Wizards,1483.4665517241378,1986
Wizards,1497.9044870588234,1987
Wizards,1479.764855172414,1988
Wizards,1456.258112195122,1989
Wizards,1438.6573939024388,1990
Wizards,1394.7555329268293,1991
Wizards,1376.822130487805,1992
Wizards,1351.1571365853658,1993
Wizards,1344.0231402439026,1994
Wizards,1332.6928426829268,1995
Wizards,1453.5084304878048,1996
Wizards,1507.4369494117645,1997
Wizards,1524.3472756097563,1998
Wizards,1473.8099900000002,1999
Wizards,1415.3676707317074,2000
Wizards,1349.9587475609758,2001
Wizards,1426.1780268292684,2002
Wizards,1472.8024195121952,2003
Wizards,1381.4574695121953,2004
Wizards,1470.6427945652174,2005
Wizards,1502.9172170454542,2006
Wizards,1518.8465988372095,2007
Wizards,1479.020053409091,2008
Wizards,1363.8564634146342,2009
Wizards,1368.7466853658536,2010
Wizards,1337.4226073170732,2011
Wizards,1331.5222742424241,2012
Wizards,1408.253530487805,2013
Wizards,1506.582302150538,2014
Wizards,1538.8614413043476,2015
Sixers,,1976
Sixers,1577.6827594059407,1977
Sixers,1626.273401086956,1978
Sixers,1566.7702384615386,1979
Sixers,1621.905455,1980
Sixers,1693.6547193877548,1981
Sixers,1658.7058747572817,1982
Sixers,1718.2993873684213,1983
Sixers,1628.75257816092,1984
Sixers,1635.487338947368,1985
Sixers,1597.3493744680848,1986
Sixers,1544.7493298850575,1987
Sixers,1490.483175609756,1988
Sixers,1518.0238152941176,1989
Sixers,1564.8682478260873,1990
Sixers,1523.5736199999997,1991
Sixers,1469.141992682927,1992
Sixers,1392.1798670731707,1993
Sixers,1381.2895780487804,1994
Sixers,1349.7745853658535,1995
Sixers,1282.5806402439025,1996
Sixers,1326.0569902439024,1997
Sixers,1392.4730402439025,1998
Sixers,1531.2401706896553,1999
Sixers,1536.228391304348,2000
Sixers,1609.6953895238096,2001
Sixers,1542.5523344827584,2002
Sixers,1550.8588095744678,2003
Sixers,1475.3504109756097,2004
Sixers,1456.4598632183906,2005
Sixers,1466.710662195122,2006
Sixers,1425.3158158536587,2007
Sixers,1483.596746590909,2008
Sixers,1503.0488647727273,2009
Sixers,1425.4501817073171,2010
Sixers,1494.0088701149423,2011
Sixers,1554.7302189873417,2012
Sixers,1448.7797695121951,2013
Sixers,1312.8530731707317,2014
Sixers,1281.6219292682927,2015
Suns,,1976
Suns,1501.7278402439026,1977
Suns,1556.8319547619046,1978
Suns,1575.4321649484536,1979
Suns,1597.4263966666663,1980
Suns,1635.9027966292135,1981
Suns,1558.8732876404495,1982
Suns,1583.83230117647,1983
Suns,1523.1909020202022,1984
Suns,1494.945208235294,1985
Suns,1431.9185670731706,1986
Suns,1428.1773268292684,1987
Suns,1408.7156207317073,1988
Suns,1567.598784042553,1989
Suns,1628.4836183673467,1990
Suns,1634.322069767442,1991
Suns,1600.5973155555557,1992
Suns,1658.00274245283,1993
Suns,1632.8418749999998,1994
Suns,1620.0182163043482,1995
Suns,1531.4473627906978,1996
Suns,1478.2323344827587,1997
Suns,1572.8066186046512,1998
Suns,1547.2944113207548,1999
Suns,1593.8858241758244,2000
Suns,1581.4167441860466,2001
Suns,1521.167854878049,2002
Suns,1523.1982875,2003
Suns,1449.0643524390243,2004
Suns,1637.282713402062,2005
Suns,1640.6407617647055,2006
Suns,1657.3466494623653,2007
Suns,1636.3499551724144,2008
Suns,1560.1160097560976,2009
Suns,1591.4717510204082,2010
Suns,1545.3962682926829,2011
Suns,1505.7803181818183,2012
Suns,1433.06105,2013
Suns,1513.4192817073172,2014
Suns,1540.2925524390246,2015
Spurs,,1976
Spurs,1540.9920880952382,1977
Spurs,1561.10845,1978
Spurs,1587.281703125,1979
Spurs,1511.213943529412,1980
Spurs,1550.2741629213485,1981
Spurs,1539.1011373626377,1982
Spurs,1561.9826172043006,1983
Spurs,1506.6806524390245,1984
Spurs,1491.7978413793105,1985
Spurs,1488.762602352941,1986
Spurs,1387.0104463414634,1987
Spurs,1407.3027717647058,1988
Spurs,1354.4787951219512,1989
Spurs,1511.2220532608696,1990
Spurs,1608.8439395348835,1991
Spurs,1576.9940623529412,1992
Spurs,1559.551631521739,1993
Spurs,1604.254652325581,1994
Spurs,1641.0312907216496,1995
Spurs,1642.494316304348,1996
Spurs,1377.812093902439,1997
Spurs,1527.2310274725276,1998
Spurs,1654.8388238805971,1999
Spurs,1655.9616034883718,2000
Spurs,1664.290709473684,2001
Spurs,1658.3317641304352,2002
Spurs,1663.9661726415093,2003
Spurs,1688.9496641304345,2004
Spurs,1713.914579047619,2005
Spurs,1683.8956400000004,2006
Spurs,1679.972166666667,2007
Spurs,1657.04364949495,2008
Spurs,1616.2168126436782,2009
Spurs,1600.5855163043477,2010
Spurs,1662.8584522727272,2011
Spurs,1651.090535,2012
Spurs,1688.1486640776702,2013
Spurs,1696.6352000000002,2014
Spurs,1676.8730426966292,2015
Jazz,,1976
Jazz,1451.1554731707315,1977
Jazz,1451.686408536585,1978
Jazz,1408.6718853658535,1979
Jazz,1367.0765365853658,1980
Jazz,1378.8455243902438,1981
Jazz,1355.5816890243902,1982
Jazz,1387.2181060975608,1983
Jazz,1492.8472010752691,1984
Jazz,1495.0135119565216,1985
Jazz,1496.509397674419,1986
Jazz,1511.104220689655,1987
Jazz,1538.6155956989248,1988
Jazz,1570.0963011764707,1989
Jazz,1573.7470597701151,1990
Jazz,1581.7339857142856,1991
Jazz,1605.2903642857143,1992
Jazz,1557.0953275862073,1993
Jazz,1582.8122040816324,1994
Jazz,1650.0413735632178,1995
Jazz,1641.5933699999996,1996
Jazz,1688.4449049019606,1997
Jazz,1683.9131607843135,1998
Jazz,1677.7042704918035,1999
Jazz,1605.6398402173916,2000
Jazz,1610.0356494252876,2001
Jazz,1554.410295348837,2002
Jazz,1557.6571931034482,2003
Jazz,1497.3999378048782,2004
Jazz,1435.8578146341465,2005
Jazz,1436.4769719512196,2006
Jazz,1572.6105909090907,2007
Jazz,1625.5116627659572,2008
Jazz,1588.8517471264365,2009
Jazz,1599.0065010869569,2010
Jazz,1530.208,2011
Jazz,1498.858318571429,2012
Jazz,1518.388601219512,2013
Jazz,1421.7087914634146,2014
Jazz,1448.4386609756098,2015
Cavaliers,,1976
Cavaliers,1542.2201247058822,1977
Cavaliers,1501.534435714286,1978
Cavaliers,1453.9716853658538,1979
Cavaliers,1452.1828841463416,1980
Cavaliers,1436.328095121951,1981
Cavaliers,1317.2951146341466,1982
Cavaliers,1292.6508012195122,1983
Cavaliers,1388.9529060975608,1984
Cavaliers,1415.7814139534883,1985
Cavaliers,1475.1140170731708,1986
Cavaliers,1414.2625609756096,1987
Cavaliers,1499.9086264367816,1988
Cavaliers,1646.9600367816092,1989
Cavaliers,1492.7451068965518,1990
Cavaliers,1438.9949804878047,1991
Cavaliers,1584.1197313131313,1992
Cavaliers,1632.6234000000002,1993
Cavaliers,1580.3060717647056,1994
Cavaliers,1539.7584755813955,1995
Cavaliers,1516.0722505882354,1996
Cavaliers,1539.8437768292683,1997
Cavaliers,1555.889318604651,1998
Cavaliers,1523.9462219999998,1999
Cavaliers,1433.259682926829,2000
Cavaliers,1415.925218292683,2001
Cavaliers,1388.2052146341464,2002
Cavaliers,1316.7494585365853,2003
Cavaliers,1384.7094926829268,2004
Cavaliers,1492.1224146341465,2005
Cavaliers,1535.6092536842102,2006
Cavaliers,1569.0393450980391,2007
Cavaliers,1531.4661905263158,2008
Cavaliers,1686.1954895833335,2009
Cavaliers,1715.1347806451608,2010
Cavaliers,1375.161269512195,2011
Cavaliers,1365.7331787878788,2012
Cavaliers,1351.438756097561,2013
Cavaliers,1387.1900085365853,2014
Cavaliers,1570.4732392156866,2015
Grizzlies,,1976
Grizzlies,,1977
Grizzlies,,1978
Grizzlies,,1979
Grizzlies,,1980
Grizzlies,,1981
Grizzlies,,1982
Grizzlies,,1983
Grizzlies,,1984
Grizzlies,,1985
Grizzlies,,1986
Grizzlies,,1987
Grizzlies,,1988
Grizzlies,,1989
Grizzlies,,1990
Grizzlies,,1991
Grizzlies,,1992
Grizzlies,,1993
Grizzlies,,1994
Grizzlies,,1995
Grizzlies,1234.1214195121952,1996
Grizzlies,1236.7102390243901,1997
Grizzlies,1281.099132926829,1998
Grizzlies,1266.559498,1999
Grizzlies,1319.889193902439,2000
Grizzlies,1376.9194,2001
Grizzlies,1342.825458536585,2002
Grizzlies,1386.7209024390245,2003
Grizzlies,1541.5568790697675,2004
Grizzlies,1560.063484883721,2005
Grizzlies,1560.1195523255813,2006
Grizzlies,1418.1789,2007
Grizzlies,1369.2668500000002,2008
Grizzlies,1332.2448475609754,2009
Grizzlies,1469.0211853658536,2010
Grizzlies,1531.0198747368415,2011
Grizzlies,1584.6027068493152,2012
Grizzlies,1622.5902989690724,2013
Grizzlies,1571.982848314607,2014
Grizzlies,1620.6785258064515,2015
